event_id,account_id,event_name,feature,occurred_at,received_at,properties
evt_0014_42_04,acct_0014,feature_used,alerts,2026-08-12T18:56:00+00:00,2026-08-12T18:56:00+00:00,"{""user_id"":""usr_0014_04""}"
evt_0014_42_05,acct_0014,feature_used,reports,2026-08-12T19:10:00+00:00,2026-08-12T19:11:00+00:00,"{""user_id"":""usr_0014_05""}"
evt_0014_42_06,acct_0014,session_started,dashboard,2026-08-12T20:24:00+00:00,2026-08-12T20:26:00+00:00,"{""user_id"":""usr_0014_00""}"
evt_0014_43_00,acct_0014,session_started,dashboard,2026-08-13T14:00:00+00:00,2026-08-13T14:05:00+00:00,"{""user_id"":""usr_0014_00""}"
evt_0014_43_01,acct_0014,feature_used,alerts,2026-08-13T15:14:00+00:00,2026-08-13T15:20:00+00:00,"{""user_id"":""usr_0014_01""}"
evt_0014_43_02,acct_0014,feature_used,reports,2026-08-13T16:28:00+00:00,2026-08-13T16:35:00+00:00,"{""user_id"":""usr_0014_02""}"
evt_0014_43_03,acct_0014,session_started,dashboard,2026-08-13T17:42:00+00:00,2026-08-13T17:50:00+00:00,"{""user_id"":""usr_0014_03""}"
evt_0014_43_04,acct_0014,feature_used,alerts,2026-08-13T18:56:00+00:00,2026-08-13T18:56:00+00:00,"{""user_id"":""usr_0014_04""}"
evt_0014_43_05,acct_0014,feature_used,reports,2026-08-13T19:10:00+00:00,2026-08-13T19:11:00+00:00,"{""user_id"":""usr_0014_05""}"
evt_0014_43_06,acct_0014,session_started,dashboard,2026-08-13T20:24:00+00:00,2026-08-13T20:26:00+00:00,"{""user_id"":""usr_0014_00""}"
evt_0014_44_00,acct_0014,session_started,dashboard,2026-08-14T14:00:00+00:00,2026-08-14T14:05:00+00:00,"{""user_id"":""usr_0014_00""}"
evt_0014_44_01,acct_0014,feature_used,alerts,2026-08-14T15:14:00+00:00,2026-08-14T15:20:00+00:00,"{""user_id"":""usr_0014_01""}"
evt_0014_44_02,acct_0014,feature_used,reports,2026-08-14T16:28:00+00:00,2026-08-14T16:35:00+00:00,"{""user_id"":""usr_0014_02""}"
evt_0014_44_03,acct_0014,session_started,dashboard,2026-08-14T17:42:00+00:00,2026-08-14T17:50:00+00:00,"{""user_id"":""usr_0014_03""}"
evt_0014_44_04,acct_0014,feature_used,alerts,2026-08-14T18:56:00+00:00,2026-08-14T18:56:00+00:00,"{""user_id"":""usr_0014_04""}"
evt_0014_44_05,acct_0014,feature_used,reports,2026-08-14T19:10:00+00:00,2026-08-14T19:11:00+00:00,"{""user_id"":""usr_0014_05""}"
evt_0014_44_06,acct_0014,session_started,dashboard,2026-08-14T20:24:00+00:00,2026-08-14T20:26:00+00:00,"{""user_id"":""usr_0014_00""}"
evt_0015_00_00,acct_0015,session_started,dashboard,2026-07-01T15:00:00+00:00,2026-07-01T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_00_01,acct_0015,feature_used,alerts,2026-07-01T16:15:00+00:00,2026-07-01T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_00_02,acct_0015,feature_used,reports,2026-07-01T17:30:00+00:00,2026-07-01T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_00_03,acct_0015,session_started,dashboard,2026-07-01T18:45:00+00:00,2026-07-01T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_00_04,acct_0015,feature_used,alerts,2026-07-01T19:00:00+00:00,2026-07-01T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_00_05,acct_0015,feature_used,reports,2026-07-01T20:15:00+00:00,2026-07-01T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_00_06,acct_0015,session_started,dashboard,2026-07-01T21:30:00+00:00,2026-07-01T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_00_07,acct_0015,feature_used,alerts,2026-07-01T22:45:00+00:00,2026-07-01T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_00_08,acct_0015,feature_used,reports,2026-07-01T23:00:00+00:00,2026-07-01T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_00_09,acct_0015,session_started,dashboard,2026-07-01T00:15:00+00:00,2026-07-01T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_00_10,acct_0015,feature_used,alerts,2026-07-01T01:30:00+00:00,2026-07-01T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_00_11,acct_0015,feature_used,reports,2026-07-01T02:45:00+00:00,2026-07-01T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_00_12,acct_0015,session_started,dashboard,2026-07-01T03:00:00+00:00,2026-07-01T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_00_13,acct_0015,feature_used,alerts,2026-07-01T04:15:00+00:00,2026-07-01T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_01_00,acct_0015,session_started,dashboard,2026-07-02T15:00:00+00:00,2026-07-02T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_01_01,acct_0015,feature_used,alerts,2026-07-02T16:15:00+00:00,2026-07-02T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_01_02,acct_0015,feature_used,reports,2026-07-02T17:30:00+00:00,2026-07-02T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_01_03,acct_0015,session_started,dashboard,2026-07-02T18:45:00+00:00,2026-07-02T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_01_04,acct_0015,feature_used,alerts,2026-07-02T19:00:00+00:00,2026-07-02T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_01_05,acct_0015,feature_used,reports,2026-07-02T20:15:00+00:00,2026-07-02T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_01_06,acct_0015,session_started,dashboard,2026-07-02T21:30:00+00:00,2026-07-02T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_01_07,acct_0015,feature_used,alerts,2026-07-02T22:45:00+00:00,2026-07-02T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_01_08,acct_0015,feature_used,reports,2026-07-02T23:00:00+00:00,2026-07-02T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_01_09,acct_0015,session_started,dashboard,2026-07-02T00:15:00+00:00,2026-07-02T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_01_10,acct_0015,feature_used,alerts,2026-07-02T01:30:00+00:00,2026-07-02T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_01_11,acct_0015,feature_used,reports,2026-07-02T02:45:00+00:00,2026-07-02T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_01_12,acct_0015,session_started,dashboard,2026-07-02T03:00:00+00:00,2026-07-02T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_01_13,acct_0015,feature_used,alerts,2026-07-02T04:15:00+00:00,2026-07-02T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_02_00,acct_0015,session_started,dashboard,2026-07-03T15:00:00+00:00,2026-07-03T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_02_01,acct_0015,feature_used,alerts,2026-07-03T16:15:00+00:00,2026-07-03T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_02_02,acct_0015,feature_used,reports,2026-07-03T17:30:00+00:00,2026-07-03T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_02_03,acct_0015,session_started,dashboard,2026-07-03T18:45:00+00:00,2026-07-03T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_02_04,acct_0015,feature_used,alerts,2026-07-03T19:00:00+00:00,2026-07-03T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_02_05,acct_0015,feature_used,reports,2026-07-03T20:15:00+00:00,2026-07-03T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_02_06,acct_0015,session_started,dashboard,2026-07-03T21:30:00+00:00,2026-07-03T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_02_07,acct_0015,feature_used,alerts,2026-07-03T22:45:00+00:00,2026-07-03T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_02_08,acct_0015,feature_used,reports,2026-07-03T23:00:00+00:00,2026-07-03T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_02_09,acct_0015,session_started,dashboard,2026-07-03T00:15:00+00:00,2026-07-03T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_02_10,acct_0015,feature_used,alerts,2026-07-03T01:30:00+00:00,2026-07-03T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_02_11,acct_0015,feature_used,reports,2026-07-03T02:45:00+00:00,2026-07-03T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_02_12,acct_0015,session_started,dashboard,2026-07-03T03:00:00+00:00,2026-07-03T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_02_13,acct_0015,feature_used,alerts,2026-07-03T04:15:00+00:00,2026-07-03T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_03_00,acct_0015,session_started,dashboard,2026-07-04T15:00:00+00:00,2026-07-04T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_03_01,acct_0015,feature_used,alerts,2026-07-04T16:15:00+00:00,2026-07-04T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_03_02,acct_0015,feature_used,reports,2026-07-04T17:30:00+00:00,2026-07-04T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_03_03,acct_0015,session_started,dashboard,2026-07-04T18:45:00+00:00,2026-07-04T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_03_04,acct_0015,feature_used,alerts,2026-07-04T19:00:00+00:00,2026-07-04T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_03_05,acct_0015,feature_used,reports,2026-07-04T20:15:00+00:00,2026-07-04T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_03_06,acct_0015,session_started,dashboard,2026-07-04T21:30:00+00:00,2026-07-04T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_03_07,acct_0015,feature_used,alerts,2026-07-04T22:45:00+00:00,2026-07-04T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_03_08,acct_0015,feature_used,reports,2026-07-04T23:00:00+00:00,2026-07-04T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_03_09,acct_0015,session_started,dashboard,2026-07-04T00:15:00+00:00,2026-07-04T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_03_10,acct_0015,feature_used,alerts,2026-07-04T01:30:00+00:00,2026-07-04T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_03_11,acct_0015,feature_used,reports,2026-07-04T02:45:00+00:00,2026-07-04T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_03_12,acct_0015,session_started,dashboard,2026-07-04T03:00:00+00:00,2026-07-04T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_03_13,acct_0015,feature_used,alerts,2026-07-04T04:15:00+00:00,2026-07-04T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_04_00,acct_0015,session_started,dashboard,2026-07-05T15:00:00+00:00,2026-07-05T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_04_01,acct_0015,feature_used,alerts,2026-07-05T16:15:00+00:00,2026-07-05T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_04_02,acct_0015,feature_used,reports,2026-07-05T17:30:00+00:00,2026-07-05T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_04_03,acct_0015,session_started,dashboard,2026-07-05T18:45:00+00:00,2026-07-05T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_04_04,acct_0015,feature_used,alerts,2026-07-05T19:00:00+00:00,2026-07-05T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_04_05,acct_0015,feature_used,reports,2026-07-05T20:15:00+00:00,2026-07-05T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_04_06,acct_0015,session_started,dashboard,2026-07-05T21:30:00+00:00,2026-07-05T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_04_07,acct_0015,feature_used,alerts,2026-07-05T22:45:00+00:00,2026-07-05T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_04_08,acct_0015,feature_used,reports,2026-07-05T23:00:00+00:00,2026-07-05T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_04_09,acct_0015,session_started,dashboard,2026-07-05T00:15:00+00:00,2026-07-05T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_04_10,acct_0015,feature_used,alerts,2026-07-05T01:30:00+00:00,2026-07-05T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_04_11,acct_0015,feature_used,reports,2026-07-05T02:45:00+00:00,2026-07-05T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_04_12,acct_0015,session_started,dashboard,2026-07-05T03:00:00+00:00,2026-07-05T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_04_13,acct_0015,feature_used,alerts,2026-07-05T04:15:00+00:00,2026-07-05T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_05_00,acct_0015,session_started,dashboard,2026-07-06T15:00:00+00:00,2026-07-06T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_05_01,acct_0015,feature_used,alerts,2026-07-06T16:15:00+00:00,2026-07-06T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_05_02,acct_0015,feature_used,reports,2026-07-06T17:30:00+00:00,2026-07-06T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_05_03,acct_0015,session_started,dashboard,2026-07-06T18:45:00+00:00,2026-07-06T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_05_04,acct_0015,feature_used,alerts,2026-07-06T19:00:00+00:00,2026-07-06T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_05_05,acct_0015,feature_used,reports,2026-07-06T20:15:00+00:00,2026-07-06T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_05_06,acct_0015,session_started,dashboard,2026-07-06T21:30:00+00:00,2026-07-06T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_05_07,acct_0015,feature_used,alerts,2026-07-06T22:45:00+00:00,2026-07-06T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_05_08,acct_0015,feature_used,reports,2026-07-06T23:00:00+00:00,2026-07-06T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_05_09,acct_0015,session_started,dashboard,2026-07-06T00:15:00+00:00,2026-07-06T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_05_10,acct_0015,feature_used,alerts,2026-07-06T01:30:00+00:00,2026-07-06T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_05_11,acct_0015,feature_used,reports,2026-07-06T02:45:00+00:00,2026-07-06T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_05_12,acct_0015,session_started,dashboard,2026-07-06T03:00:00+00:00,2026-07-06T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_05_13,acct_0015,feature_used,alerts,2026-07-06T04:15:00+00:00,2026-07-06T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_06_00,acct_0015,session_started,dashboard,2026-07-07T15:00:00+00:00,2026-07-07T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_06_01,acct_0015,feature_used,alerts,2026-07-07T16:15:00+00:00,2026-07-07T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_06_02,acct_0015,feature_used,reports,2026-07-07T17:30:00+00:00,2026-07-07T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_06_03,acct_0015,session_started,dashboard,2026-07-07T18:45:00+00:00,2026-07-07T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_06_04,acct_0015,feature_used,alerts,2026-07-07T19:00:00+00:00,2026-07-07T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_06_05,acct_0015,feature_used,reports,2026-07-07T20:15:00+00:00,2026-07-07T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_06_06,acct_0015,session_started,dashboard,2026-07-07T21:30:00+00:00,2026-07-07T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_06_07,acct_0015,feature_used,alerts,2026-07-07T22:45:00+00:00,2026-07-07T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_06_08,acct_0015,feature_used,reports,2026-07-07T23:00:00+00:00,2026-07-07T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_06_09,acct_0015,session_started,dashboard,2026-07-07T00:15:00+00:00,2026-07-07T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_06_10,acct_0015,feature_used,alerts,2026-07-07T01:30:00+00:00,2026-07-07T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_06_11,acct_0015,feature_used,reports,2026-07-07T02:45:00+00:00,2026-07-07T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_06_12,acct_0015,session_started,dashboard,2026-07-07T03:00:00+00:00,2026-07-07T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_06_13,acct_0015,feature_used,alerts,2026-07-07T04:15:00+00:00,2026-07-07T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_07_00,acct_0015,session_started,dashboard,2026-07-08T15:00:00+00:00,2026-07-08T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_07_01,acct_0015,feature_used,alerts,2026-07-08T16:15:00+00:00,2026-07-08T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_07_02,acct_0015,feature_used,reports,2026-07-08T17:30:00+00:00,2026-07-08T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_07_03,acct_0015,session_started,dashboard,2026-07-08T18:45:00+00:00,2026-07-08T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_07_04,acct_0015,feature_used,alerts,2026-07-08T19:00:00+00:00,2026-07-08T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_07_05,acct_0015,feature_used,reports,2026-07-08T20:15:00+00:00,2026-07-08T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_07_06,acct_0015,session_started,dashboard,2026-07-08T21:30:00+00:00,2026-07-08T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_07_07,acct_0015,feature_used,alerts,2026-07-08T22:45:00+00:00,2026-07-08T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_07_08,acct_0015,feature_used,reports,2026-07-08T23:00:00+00:00,2026-07-08T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_07_09,acct_0015,session_started,dashboard,2026-07-08T00:15:00+00:00,2026-07-08T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_07_10,acct_0015,feature_used,alerts,2026-07-08T01:30:00+00:00,2026-07-08T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_07_11,acct_0015,feature_used,reports,2026-07-08T02:45:00+00:00,2026-07-08T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_07_12,acct_0015,session_started,dashboard,2026-07-08T03:00:00+00:00,2026-07-08T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_07_13,acct_0015,feature_used,alerts,2026-07-08T04:15:00+00:00,2026-07-08T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_08_00,acct_0015,session_started,dashboard,2026-07-09T15:00:00+00:00,2026-07-09T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_08_01,acct_0015,feature_used,alerts,2026-07-09T16:15:00+00:00,2026-07-09T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_08_02,acct_0015,feature_used,reports,2026-07-09T17:30:00+00:00,2026-07-09T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_08_03,acct_0015,session_started,dashboard,2026-07-09T18:45:00+00:00,2026-07-09T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_08_04,acct_0015,feature_used,alerts,2026-07-09T19:00:00+00:00,2026-07-09T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_08_05,acct_0015,feature_used,reports,2026-07-09T20:15:00+00:00,2026-07-09T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_08_06,acct_0015,session_started,dashboard,2026-07-09T21:30:00+00:00,2026-07-09T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_08_07,acct_0015,feature_used,alerts,2026-07-09T22:45:00+00:00,2026-07-09T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_08_08,acct_0015,feature_used,reports,2026-07-09T23:00:00+00:00,2026-07-09T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_08_09,acct_0015,session_started,dashboard,2026-07-09T00:15:00+00:00,2026-07-09T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_08_10,acct_0015,feature_used,alerts,2026-07-09T01:30:00+00:00,2026-07-09T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_08_11,acct_0015,feature_used,reports,2026-07-09T02:45:00+00:00,2026-07-09T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_08_12,acct_0015,session_started,dashboard,2026-07-09T03:00:00+00:00,2026-07-09T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_08_13,acct_0015,feature_used,alerts,2026-07-09T04:15:00+00:00,2026-07-09T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_09_00,acct_0015,session_started,dashboard,2026-07-10T15:00:00+00:00,2026-07-10T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_09_01,acct_0015,feature_used,alerts,2026-07-10T16:15:00+00:00,2026-07-10T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_09_02,acct_0015,feature_used,reports,2026-07-10T17:30:00+00:00,2026-07-10T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_09_03,acct_0015,session_started,dashboard,2026-07-10T18:45:00+00:00,2026-07-10T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_09_04,acct_0015,feature_used,alerts,2026-07-10T19:00:00+00:00,2026-07-10T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_09_05,acct_0015,feature_used,reports,2026-07-10T20:15:00+00:00,2026-07-10T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_09_06,acct_0015,session_started,dashboard,2026-07-10T21:30:00+00:00,2026-07-10T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_09_07,acct_0015,feature_used,alerts,2026-07-10T22:45:00+00:00,2026-07-10T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_09_08,acct_0015,feature_used,reports,2026-07-10T23:00:00+00:00,2026-07-10T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_09_09,acct_0015,session_started,dashboard,2026-07-10T00:15:00+00:00,2026-07-10T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_09_10,acct_0015,feature_used,alerts,2026-07-10T01:30:00+00:00,2026-07-10T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_09_11,acct_0015,feature_used,reports,2026-07-10T02:45:00+00:00,2026-07-10T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_09_12,acct_0015,session_started,dashboard,2026-07-10T03:00:00+00:00,2026-07-10T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_09_13,acct_0015,feature_used,alerts,2026-07-10T04:15:00+00:00,2026-07-10T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_10_00,acct_0015,session_started,dashboard,2026-07-11T15:00:00+00:00,2026-07-11T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_10_01,acct_0015,feature_used,alerts,2026-07-11T16:15:00+00:00,2026-07-11T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_10_02,acct_0015,feature_used,reports,2026-07-11T17:30:00+00:00,2026-07-11T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_10_03,acct_0015,session_started,dashboard,2026-07-11T18:45:00+00:00,2026-07-11T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_10_04,acct_0015,feature_used,alerts,2026-07-11T19:00:00+00:00,2026-07-11T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_10_05,acct_0015,feature_used,reports,2026-07-11T20:15:00+00:00,2026-07-11T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_10_06,acct_0015,session_started,dashboard,2026-07-11T21:30:00+00:00,2026-07-11T21:33:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_10_07,acct_0015,feature_used,alerts,2026-07-11T22:45:00+00:00,2026-07-11T22:49:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_10_08,acct_0015,feature_used,reports,2026-07-11T23:00:00+00:00,2026-07-11T23:05:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_10_09,acct_0015,session_started,dashboard,2026-07-11T00:15:00+00:00,2026-07-11T00:21:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_10_10,acct_0015,feature_used,alerts,2026-07-11T01:30:00+00:00,2026-07-11T01:37:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_10_11,acct_0015,feature_used,reports,2026-07-11T02:45:00+00:00,2026-07-11T02:53:00+00:00,"{""user_id"":""usr_0015_05""}"
evt_0015_10_12,acct_0015,session_started,dashboard,2026-07-11T03:00:00+00:00,2026-07-11T03:00:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_10_13,acct_0015,feature_used,alerts,2026-07-11T04:15:00+00:00,2026-07-11T04:16:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_11_00,acct_0015,session_started,dashboard,2026-07-12T15:00:00+00:00,2026-07-12T15:06:00+00:00,"{""user_id"":""usr_0015_00""}"
evt_0015_11_01,acct_0015,feature_used,alerts,2026-07-12T16:15:00+00:00,2026-07-12T16:22:00+00:00,"{""user_id"":""usr_0015_01""}"
evt_0015_11_02,acct_0015,feature_used,reports,2026-07-12T17:30:00+00:00,2026-07-12T17:38:00+00:00,"{""user_id"":""usr_0015_02""}"
evt_0015_11_03,acct_0015,session_started,dashboard,2026-07-12T18:45:00+00:00,2026-07-12T18:45:00+00:00,"{""user_id"":""usr_0015_03""}"
evt_0015_11_04,acct_0015,feature_used,alerts,2026-07-12T19:00:00+00:00,2026-07-12T19:01:00+00:00,"{""user_id"":""usr_0015_04""}"
evt_0015_11_05,acct_0015,feature_used,reports,2026-07-12T20:15:00+00:00,2026-07-12T20:17:00+00:00,"{""user_id"":""usr_0015_05""}"
